replication_lag_mb,transactions_per_sec,cpu_percent,latency_ms,trans_rolled_back,deadlocks,hour_of_day,memory_usage_pct,connections_active,wal_buffers_full,system,mode
14.31,423.78,31.88,126.58,76.12,1,13,54.93,35,4.06,postgresql,PERFORMANCE
23.82,546.75,38.5,116.76,23.32,1,5,58.57,75,49.38,postgresql,CONSISTENCY
119.57,692.22,73.46,96.39,36.35,9,16,92.2,161,39.37,postgresql,CONSISTENCY
52.1,1833.64,84.99,91.83,62.81,8,10,71.28,197,25.0,postgresql,CONSISTENCY
15.24,551.32,31.69,42.73,52.41,2,12,47.03,22,20.48,postgresql,CONSISTENCY
28.33,558.21,53.6,6.15,64.47,2,5,60.35,39,22.31,postgresql,CONSISTENCY
11.35,557.5,46.07,52.38,76.23,0,11,60.7,65,45.69,postgresql,CONSISTENCY
10.24,435.75,36.95,120.2,41.73,1,9,53.83,54,17.44,postgresql,PERFORMANCE
138.31,829.38,78.71,38.29,55.52,16,22,84.18,166,8.96,postgresql,CONSISTENCY
16.42,670.31,55.89,111.2,33.14,1,22,44.03,52,17.26,postgresql,CONSISTENCY
7.45,477.14,33.16,53.67,21.41,2,18,46.13,74,12.19,postgresql,PERFORMANCE
45.74,1556.88,83.32,84.27,26.2,3,23,78.24,164,10.18,postgresql,CONSISTENCY
56.34,1532.5,77.31,61.82,16.5,6,0,78.78,187,34.6,postgresql,CONSISTENCY
66.59,1772.99,94.03,104.85,50.27,4,16,71.38,102,28.03,postgresql,CONSISTENCY
25.25,661.72,46.07,79.03,42.53,0,15,52.13,70,14.28,postgresql,CONSISTENCY
98.33,841.28,71.66,74.49,3.36,11,18,75.31,127,10.4,postgresql,CONSISTENCY
58.9,1968.07,76.33,11.21,75.4,3,14,80.27,178,11.58,postgresql,CONSISTENCY
2.99,475.26,41.18,6.21,56.7,2,2,49.24,30,32.84,postgresql,PERFORMANCE
159.52,821.16,69.33,84.46,34.09,11,10,85.97,104,29.05,postgresql,CONSISTENCY
1.4,170.45,20.36,113.75,71.23,0,1,35.51,7,9.75,postgresql,ECONOMIC
23.45,602.71,42.99,108.35,33.2,0,16,55.81,61,15.35,postgresql,CONSISTENCY
7.23,456.91,37.25,24.38,46.77,1,15,52.68,34,27.9,postgresql,PERFORMANCE
119.91,729.76,79.91,44.08,25.96,18,18,87.74,146,31.82,postgresql,CONSISTENCY
35.88,1218.72,86.91,17.82,15.02,8,20,86.43,195,38.04,postgresql,CONSISTENCY
4.64,72.59,14.34,101.69,3.12,0,4,30.38,3,27.87,postgresql,ECONOMIC
22.35,400.53,45.43,107.49,65.02,0,5,60.64,21,37.4,postgresql,CONSISTENCY
22.7,799.45,39.8,64.62,3.23,1,5,40.14,46,12.07,postgresql,CONSISTENCY
72.48,367.51,75.48,137.91,1.37,5,16,76.36,74,0.79,postgresql,AVAILABILITY
6.2,55.84,26.74,114.73,79.25,0,0,35.62,10,29.05,postgresql,ECONOMIC
54.17,1138.44,86.58,73.05,50.65,4,10,88.58,154,30.93,postgresql,CONSISTENCY
97.21,294.85,74.13,59.1,54.2,4,20,83.73,100,33.74,postgresql,CONSISTENCY
160.87,715.82,61.36,65.0,64.82,9,22,80.51,162,37.39,postgresql,CONSISTENCY
8.37,118.28,23.36,126.53,55.97,0,22,20.48,16,30.48,postgresql,ECONOMIC
77.21,1910.21,87.78,90.96,46.66,3,21,81.45,165,46.07,postgresql,CONSISTENCY
33.85,1702.64,76.33,77.73,47.74,5,7,87.62,115,34.53,postgresql,CONSISTENCY
73.07,1375.44,91.0,72.43,77.87,4,14,70.6,180,31.13,postgresql,CONSISTENCY
29.28,467.64,32.01,65.35,63.15,1,20,63.45,38,27.59,postgresql,CONSISTENCY
24.49,1055.22,93.85,27.56,0.7,5,1,89.46,139,5.72,postgresql,CONSISTENCY
4.76,449.69,36.98,122.31,16.84,0,10,48.84,32,3.13,postgresql,PERFORMANCE
3.4,732.33,34.65,89.2,10.97,2,17,57.67,65,40.19,postgresql,CONSISTENCY
6.05,455.84,30.09,45.88,57.21,0,7,51.49,50,19.79,postgresql,PERFORMANCE
60.03,1725.01,86.49,148.47,67.21,8,1,73.98,178,26.9,postgresql,CONSISTENCY
141.8,407.91,73.07,120.96,9.36,15,8,84.66,162,32.9,postgresql,CONSISTENCY
4.65,526.99,52.87,76.0,46.35,0,15,60.45,25,28.39,postgresql,CONSISTENCY
20.19,576.33,41.17,31.51,17.5,1,21,61.37,72,13.93,postgresql,CONSISTENCY
151.46,701.93,74.42,53.93,71.52,9,1,82.49,178,46.94,postgresql,CONSISTENCY
7.33,636.38,36.62,119.93,69.65,2,4,54.72,23,0.03,postgresql,CONSISTENCY
17.08,416.03,37.96,35.09,23.32,1,19,45.93,46,2.0,postgresql,PERFORMANCE
173.66,634.03,71.66,59.49,74.81,5,14,90.21,96,35.2,postgresql,CONSISTENCY
112.49,485.35,60.76,77.68,40.79,11,13,79.53,94,45.53,postgresql,CONSISTENCY
75.7,1278.47,92.06,72.52,26.88,5,22,70.5,197,10.78,postgresql,CONSISTENCY
6.03,604.16,38.43,35.56,52.12,1,12,49.8,30,28.42,postgresql,CONSISTENCY
23.97,1929.14,82.75,55.04,18.75,9,20,78.62,171,38.76,postgresql,CONSISTENCY
19.48,446.89,31.24,91.95,49.57,1,16,56.96,57,14.78,postgresql,PERFORMANCE
9.63,91.62,15.63,50.22,79.21,0,1,37.9,9,31.13,postgresql,ECONOMIC
3.58,456.58,55.49,33.78,36.23,0,2,63.39,27,46.95,postgresql,CONSISTENCY
10.9,655.07,38.19,136.19,4.81,2,8,52.54,77,0.25,postgresql,CONSISTENCY
8.17,136.68,28.09,64.62,53.08,0,0,21.39,15,10.62,postgresql,ECONOMIC
122.46,578.38,78.94,92.55,75.22,19,1,80.43,168,36.49,postgresql,CONSISTENCY
148.46,459.95,78.37,89.62,50.58,18,19,94.0,131,36.69,postgresql,CONSISTENCY
1.44,322.62,36.54,64.57,55.98,0,4,60.52,41,26.16,postgresql,PERFORMANCE
24.23,305.41,54.8,36.13,78.45,0,9,41.89,56,5.94,postgresql,CONSISTENCY
157.86,791.75,77.49,86.38,59.85,15,8,77.07,169,39.47,postgresql,CONSISTENCY
23.68,696.79,30.95,36.65,41.89,1,21,41.26,71,1.36,postgresql,CONSISTENCY
41.55,1252.86,86.55,121.83,29.0,2,4,71.53,198,17.54,postgresql,CONSISTENCY
41.5,1156.04,91.69,60.77,65.89,4,16,74.42,171,40.42,postgresql,CONSISTENCY
20.7,402.12,30.5,41.22,24.94,2,16,53.29,45,46.86,postgresql,CONSISTENCY
45.48,268.66,71.44,84.85,28.37,4,17,79.34,74,3.84,postgresql,CONSISTENCY
27.08,459.83,43.15,45.32,43.02,2,15,48.87,32,26.58,postgresql,CONSISTENCY
24.99,390.89,34.7,38.55,44.56,0,14,45.5,51,43.97,postgresql,CONSISTENCY
106.92,178.7,59.39,50.65,7.31,5,23,82.91,96,14.28,postgresql,CONSISTENCY
69.47,1428.46,89.63,59.96,34.5,6,17,70.16,155,42.23,postgresql,CONSISTENCY
52.85,1433.77,79.99,146.86,0.51,3,22,81.46,162,13.6,postgresql,CONSISTENCY
25.86,416.95,36.33,70.89,49.55,2,3,63.67,39,19.11,postgresql,CONSISTENCY
20.95,601.76,49.79,49.55,17.81,0,9,44.95,29,31.14,postgresql,CONSISTENCY
13.13,380.11,35.13,7.41,8.02,1,22,58.11,65,19.66,postgresql,PERFORMANCE
7.81,467.81,32.3,45.27,22.39,1,13,64.37,74,13.23,postgresql,PERFORMANCE
91.07,506.85,70.5,40.94,25.1,14,9,86.67,85,39.08,postgresql,CONSISTENCY
52.65,1397.68,94.48,84.73,29.98,4,9,81.32,171,45.21,postgresql,CONSISTENCY
7.43,505.25,34.9,53.93,36.0,0,7,42.19,45,4.77,postgresql,CONSISTENCY
20.22,439.87,39.96,85.15,55.5,0,11,51.05,22,24.22,postgresql,CONSISTENCY
29.23,1805.43,90.2,13.22,54.38,7,12,76.93,101,20.42,postgresql,CONSISTENCY
34.79,1337.53,91.06,21.11,9.77,5,3,87.72,151,15.6,postgresql,CONSISTENCY
20.52,636.19,54.78,102.33,28.84,1,5,41.13,42,36.9,postgresql,CONSISTENCY
29.66,796.29,34.69,46.97,69.29,1,11,48.8,54,28.89,postgresql,CONSISTENCY
6.19,115.15,18.93,45.45,34.37,0,3,32.52,16,1.18,postgresql,ECONOMIC
69.1,1779.52,75.32,115.98,16.83,2,10,79.84,195,14.7,postgresql,CONSISTENCY
37.27,1511.64,76.22,141.87,71.17,4,1,86.94,111,7.59,postgresql,CONSISTENCY
36.56,1575.36,83.58,113.33,50.03,6,16,79.28,141,11.67,postgresql,CONSISTENCY
4.54,625.21,36.37,64.65,47.53,2,9,58.35,53,9.17,postgresql,CONSISTENCY
35.52,1013.68,76.63,47.91,13.97,5,8,85.55,150,27.41,postgresql,CONSISTENCY
5.81,702.99,47.76,121.03,10.2,0,13,41.73,33,41.99,postgresql,CONSISTENCY
22.08,725.8,59.74,94.1,67.0,0,11,62.51,44,15.39,postgresql,CONSISTENCY
7.32,300.56,38.16,135.89,54.77,2,5,54.84,50,2.12,postgresql,PERFORMANCE
25.67,1342.73,77.69,110.7,32.16,8,22,79.98,104,5.17,postgresql,CONSISTENCY
11.34,300.02,51.36,87.03,76.61,1,13,42.3,51,42.56,postgresql,CONSISTENCY
59.98,1812.26,82.68,30.65,7.73,4,8,74.81,100,15.75,postgresql,CONSISTENCY
45.26,221.42,52.63,75.91,25.46,4,14,80.31,97,23.82,postgresql,CONSISTENCY
57.94,1315.24,77.66,131.56,60.28,4,19,72.39,183,35.03,postgresql,CONSISTENCY
93.9,127.75,73.41,37.77,18.6,5,21,71.08,92,39.83,postgresql,CONSISTENCY
86.85,132.41,64.35,14.67,37.93,5,7,76.3,78,48.77,postgresql,CONSISTENCY
49.89,1820.07,75.83,83.99,78.16,7,10,81.97,141,7.7,postgresql,CONSISTENCY
4.66,104.72,22.82,8.04,72.91,0,1,37.54,14,17.93,postgresql,ECONOMIC
123.33,887.59,80.83,58.65,24.58,7,23,82.92,128,33.81,postgresql,CONSISTENCY
29.11,360.22,47.54,100.42,12.95,1,8,51.67,52,25.3,postgresql,CONSISTENCY
26.31,357.07,58.23,71.33,49.31,0,16,50.37,61,30.7,postgresql,CONSISTENCY
28.12,1414.96,89.61,130.88,8.9,3,5,79.55,106,26.26,postgresql,CONSISTENCY
22.3,495.87,34.88,88.66,69.75,1,0,45.37,26,29.76,postgresql,CONSISTENCY
152.24,670.14,61.98,67.75,12.12,5,23,78.44,108,7.17,postgresql,CONSISTENCY
48.19,1523.66,81.38,57.17,73.26,7,3,71.6,174,39.57,postgresql,CONSISTENCY
29.64,639.25,39.69,66.29,37.56,1,20,58.05,27,40.08,postgresql,CONSISTENCY
23.79,747.53,34.47,87.2,18.14,2,4,64.56,40,0.65,postgresql,CONSISTENCY
2.58,621.98,41.43,12.01,35.41,2,20,51.48,57,10.82,postgresql,CONSISTENCY
177.98,694.0,68.83,65.05,47.89,15,10,93.71,121,39.22,postgresql,CONSISTENCY
91.58,482.31,70.38,46.09,63.02,13,15,78.7,111,41.24,postgresql,CONSISTENCY
20.74,1373.81,87.51,128.95,30.81,3,9,74.05,178,29.9,postgresql,CONSISTENCY
142.19,535.31,64.85,34.27,79.57,6,18,76.42,166,26.02,postgresql,CONSISTENCY
43.53,114.61,52.94,70.87,47.14,2,13,76.14,40,16.52,postgresql,AVAILABILITY
4.58,384.94,33.81,142.6,54.75,0,16,44.15,42,49.48,postgresql,PERFORMANCE
163.96,445.57,67.15,99.68,33.09,15,17,87.84,106,38.3,postgresql,CONSISTENCY
29.07,794.27,31.24,94.54,4.08,2,0,49.83,32,8.48,postgresql,CONSISTENCY
75.35,1546.93,84.5,39.9,79.4,3,17,82.55,154,39.12,postgresql,CONSISTENCY
90.46,319.07,64.7,65.9,58.47,7,13,64.52,58,16.71,postgresql,CONSISTENCY
96.56,802.08,81.66,80.34,32.22,5,0,88.05,119,27.43,postgresql,CONSISTENCY
29.83,616.4,53.07,64.32,10.21,2,21,63.73,40,21.7,postgresql,CONSISTENCY
13.13,634.61,44.51,85.25,37.74,2,5,48.75,34,8.07,postgresql,CONSISTENCY
8.38,334.58,54.82,33.38,32.99,2,12,46.53,28,37.24,postgresql,CONSISTENCY
35.68,1488.18,77.66,76.95,0.52,2,7,83.88,165,14.41,postgresql,CONSISTENCY
4.73,459.34,33.14,23.18,28.93,0,5,42.29,37,35.72,postgresql,PERFORMANCE
184.78,498.15,60.56,113.73,34.37,12,2,81.32,172,40.51,postgresql,CONSISTENCY
6.25,463.71,34.94,94.24,34.12,1,18,47.66,64,29.4,postgresql,PERFORMANCE
21.73,661.54,53.18,49.78,69.08,0,15,60.3,34,19.37,postgresql,CONSISTENCY
21.5,466.39,46.72,111.71,1.52,2,3,56.58,21,40.8,postgresql,CONSISTENCY
188.71,424.61,65.78,102.86,40.0,6,8,93.06,121,42.96,postgresql,CONSISTENCY
164.85,420.14,72.81,118.37,24.27,10,9,94.53,164,46.73,postgresql,CONSISTENCY
2.58,375.94,39.86,58.21,58.09,0,22,58.23,58,31.6,postgresql,PERFORMANCE
7.73,622.61,52.36,120.28,66.02,2,2,53.09,35,40.6,postgresql,CONSISTENCY
195.19,823.06,64.57,41.04,8.72,6,11,90.76,95,24.31,postgresql,CONSISTENCY
184.46,837.74,67.56,103.97,75.6,5,15,80.47,85,34.52,postgresql,CONSISTENCY
27.2,1645.73,85.21,52.68,76.19,4,22,73.54,160,6.87,postgresql,CONSISTENCY
9.39,771.79,56.14,98.79,6.56,2,23,43.29,20,29.89,postgresql,CONSISTENCY
168.92,484.43,61.34,84.59,66.92,9,2,76.76,166,8.41,postgresql,CONSISTENCY
14.84,588.91,39.24,106.07,53.68,2,17,57.73,54,41.94,postgresql,CONSISTENCY
9.88,369.62,48.36,105.8,18.65,2,16,64.04,34,43.12,postgresql,PERFORMANCE
154.09,466.14,84.44,81.5,20.45,7,14,85.89,80,2.81,postgresql,CONSISTENCY
4.53,531.3,31.0,131.03,36.1,1,1,64.57,73,23.7,postgresql,CONSISTENCY
24.79,692.53,35.87,79.37,60.17,0,19,43.43,35,12.83,postgresql,CONSISTENCY
2.6,96.74,26.91,20.28,68.97,0,5,29.41,5,23.94,postgresql,ECONOMIC
108.46,821.94,78.56,22.28,34.44,17,10,92.52,150,46.44,postgresql,CONSISTENCY
21.62,336.5,52.32,113.79,18.61,2,3,40.89,25,5.4,postgresql,CONSISTENCY
10.9,495.91,54.07,6.44,69.28,2,23,60.38,36,43.07,postgresql,CONSISTENCY
79.21,1988.84,84.66,19.12,68.6,7,1,85.65,167,49.61,postgresql,CONSISTENCY
77.24,1858.76,81.52,142.95,79.35,7,20,76.75,187,3.43,postgresql,CONSISTENCY
17.11,334.09,35.61,76.48,72.42,2,16,49.08,48,43.8,postgresql,PERFORMANCE
62.53,1840.0,81.79,109.1,73.26,7,8,76.41,188,42.22,postgresql,CONSISTENCY
6.51,335.27,57.28,129.65,19.76,0,22,42.97,20,47.77,postgresql,CONSISTENCY
4.35,541.43,36.37,46.21,15.94,2,11,40.36,78,44.41,postgresql,CONSISTENCY
139.0,876.26,78.86,112.22,63.72,5,14,78.35,160,25.17,postgresql,CONSISTENCY
67.59,1118.22,83.03,145.59,20.87,2,19,70.8,125,10.49,postgresql,CONSISTENCY
28.49,389.55,41.77,117.41,30.53,2,0,60.73,35,49.06,postgresql,CONSISTENCY
76.28,1192.02,77.92,53.54,5.52,4,2,86.52,130,40.41,postgresql,CONSISTENCY
69.49,1926.31,87.38,100.38,77.42,6,13,77.64,180,21.3,postgresql,CONSISTENCY
41.75,1600.95,88.92,20.93,14.41,2,18,73.86,158,40.05,postgresql,CONSISTENCY
3.1,399.67,42.37,34.31,6.97,2,6,41.39,56,18.02,postgresql,PERFORMANCE
27.41,448.99,32.69,28.45,74.08,0,23,46.14,43,15.38,postgresql,CONSISTENCY
46.63,1714.7,79.8,91.91,24.12,3,15,80.69,117,36.44,postgresql,CONSISTENCY
28.61,679.91,40.16,36.4,39.94,2,16,62.02,28,15.7,postgresql,CONSISTENCY
3.42,187.88,18.48,48.39,44.28,0,23,31.12,3,45.86,postgresql,ECONOMIC
183.33,570.92,70.84,10.95,43.57,7,11,90.83,86,16.96,postgresql,CONSISTENCY
20.54,325.63,42.06,113.66,14.91,0,21,51.61,25,31.74,postgresql,CONSISTENCY
1.78,598.22,44.54,73.89,34.17,2,10,64.18,45,47.86,postgresql,CONSISTENCY
94.45,260.69,68.55,40.14,78.18,6,11,65.15,79,1.96,postgresql,CONSISTENCY
25.85,369.18,52.15,49.86,33.46,2,22,58.28,21,42.78,postgresql,CONSISTENCY
27.16,1068.44,92.95,89.67,44.44,4,11,82.28,150,9.59,postgresql,CONSISTENCY
183.23,444.07,79.42,97.12,42.83,19,19,91.55,148,35.33,postgresql,CONSISTENCY
17.23,320.75,39.66,32.97,55.7,0,5,50.88,33,13.25,postgresql,PERFORMANCE
4.52,326.41,51.78,60.06,13.3,2,22,52.06,58,30.03,postgresql,CONSISTENCY
103.36,691.34,63.1,41.08,1.98,9,21,78.84,130,24.36,postgresql,CONSISTENCY
31.85,1334.44,85.39,113.74,68.48,9,1,85.49,175,25.33,postgresql,CONSISTENCY
75.36,1347.0,93.66,53.77,37.98,2,21,84.49,137,1.84,postgresql,CONSISTENCY
2.83,324.83,48.71,73.93,36.61,0,22,52.95,40,14.07,postgresql,PERFORMANCE
7.95,353.08,55.12,22.29,46.14,1,17,60.7,61,3.1,postgresql,CONSISTENCY
21.85,512.48,41.49,94.42,31.46,0,1,61.1,37,5.03,postgresql,CONSISTENCY
38.93,1570.91,81.65,145.66,77.3,5,18,74.63,186,38.33,postgresql,CONSISTENCY
70.89,1284.6,85.34,18.87,13.58,7,3,79.64,122,13.26,postgresql,CONSISTENCY
18.7,542.82,57.38,79.64,44.74,0,1,47.93,22,42.6,postgresql,CONSISTENCY
184.67,771.72,73.32,10.11,27.67,18,11,88.66,105,42.55,postgresql,CONSISTENCY
27.08,739.92,49.46,115.26,72.71,0,8,47.91,34,10.09,postgresql,CONSISTENCY
14.75,392.02,52.69,26.45,37.48,1,2,63.61,42,16.31,postgresql,CONSISTENCY
23.3,365.18,36.11,48.76,30.57,2,6,40.53,44,0.44,postgresql,CONSISTENCY
12.25,569.18,57.4,103.11,75.31,0,0,64.42,53,37.57,postgresql,CONSISTENCY
7.24,514.32,48.86,49.99,18.85,0,13,63.24,29,1.62,postgresql,CONSISTENCY
27.64,401.74,58.64,131.08,34.76,0,18,50.13,53,40.09,postgresql,CONSISTENCY
2.74,131.39,23.07,13.48,18.27,0,23,32.23,13,37.12,postgresql,ECONOMIC
4.43,484.68,49.91,101.39,47.82,2,4,54.43,73,7.59,postgresql,PERFORMANCE
8.44,441.16,47.56,66.01,78.32,2,21,59.93,66,18.41,postgresql,PERFORMANCE
148.98,633.44,68.99,114.75,38.04,14,1,84.14,143,14.75,postgresql,CONSISTENCY
2.99,731.48,44.42,12.92,44.62,2,16,61.85,77,41.32,postgresql,CONSISTENCY
71.47,1290.88,84.39,73.39,62.4,3,15,73.51,135,14.89,postgresql,CONSISTENCY
24.8,337.65,41.28,107.9,36.83,1,6,48.23,58,44.56,postgresql,CONSISTENCY
58.15,1124.65,94.23,65.09,15.1,2,18,70.44,168,0.97,postgresql,CONSISTENCY
1.3,313.55,53.51,61.44,38.16,0,7,54.21,62,26.78,postgresql,CONSISTENCY
193.99,792.59,72.19,43.09,71.24,17,5,85.18,99,27.37,postgresql,CONSISTENCY
44.3,1282.55,80.58,68.74,12.36,4,20,86.41,198,4.13,postgresql,CONSISTENCY
26.22,337.17,33.46,5.9,72.77,2,5,49.82,72,28.54,postgresql,CONSISTENCY
157.12,739.85,74.25,113.56,55.07,12,1,75.28,126,26.71,postgresql,CONSISTENCY
82.67,186.25,66.15,92.47,39.87,6,4,61.39,64,42.67,postgresql,CONSISTENCY
3.63,351.88,38.86,134.88,1.09,1,8,49.27,43,40.86,postgresql,PERFORMANCE
5.76,122.63,25.88,42.82,40.36,0,2,40.25,1,11.22,postgresql,ECONOMIC
54.27,1445.52,94.34,109.11,46.65,8,6,87.45,181,43.4,postgresql,CONSISTENCY
17.86,365.71,37.87,134.86,27.84,2,6,54.99,37,12.38,postgresql,PERFORMANCE
6.02,744.51,34.82,113.36,11.12,0,19,41.29,23,41.09,postgresql,CONSISTENCY
174.02,755.58,60.17,63.74,62.91,5,11,83.89,173,32.05,postgresql,CONSISTENCY
6.77,141.1,11.77,123.15,54.98,0,3,34.9,19,19.77,postgresql,ECONOMIC
77.2,1217.59,77.68,23.22,43.58,5,4,79.67,116,31.01,postgresql,CONSISTENCY
7.22,90.67,25.21,69.44,33.47,0,1,32.73,6,43.58,postgresql,ECONOMIC
15.67,458.45,38.0,38.7,14.63,1,4,61.12,46,32.22,postgresql,PERFORMANCE
3.29,51.47,18.18,69.72,23.51,0,0,39.16,15,40.58,postgresql,ECONOMIC
101.49,825.9,61.31,87.55,34.5,16,23,93.3,176,19.84,postgresql,CONSISTENCY
73.34,1333.78,86.59,76.34,18.63,3,2,84.29,166,2.56,postgresql,CONSISTENCY
95.8,462.31,76.31,49.1,13.08,15,1,77.67,96,22.75,postgresql,CONSISTENCY
1.14,171.19,25.36,81.66,36.67,0,22,40.86,5,32.32,postgresql,ECONOMIC
144.91,442.63,81.65,19.97,17.63,18,6,77.67,127,49.95,postgresql,CONSISTENCY
14.55,738.56,45.85,15.92,50.08,2,5,50.89,58,41.41,postgresql,CONSISTENCY
8.54,428.74,34.07,21.31,56.83,2,12,60.53,72,41.75,postgresql,PERFORMANCE
138.04,829.1,64.27,110.17,55.74,11,8,80.58,90,1.23,postgresql,CONSISTENCY
3.66,473.89,30.65,116.34,20.41,2,20,56.18,54,26.96,postgresql,PERFORMANCE
24.97,319.97,40.87,142.3,62.74,1,10,41.38,21,23.18,postgresql,CONSISTENCY
29.2,562.66,31.98,108.72,52.98,1,17,56.55,45,34.13,postgresql,CONSISTENCY
3.97,471.53,50.01,76.63,78.65,2,11,61.74,50,48.64,postgresql,CONSISTENCY
45.28,1821.26,79.89,19.77,15.4,4,1,77.04,196,27.53,postgresql,CONSISTENCY
50.84,1024.98,89.41,89.45,60.53,3,18,76.85,108,4.57,postgresql,CONSISTENCY
194.26,494.72,70.03,149.76,16.23,16,15,75.35,107,5.47,postgresql,CONSISTENCY
13.78,797.39,59.0,23.29,28.2,2,8,57.17,61,10.29,postgresql,CONSISTENCY
3.24,679.62,48.59,117.65,25.79,0,13,42.64,22,30.11,postgresql,CONSISTENCY
183.59,428.11,78.69,35.44,76.31,4,17,75.38,80,1.65,postgresql,CONSISTENCY
4.94,76.38,14.71,35.18,17.78,0,0,25.29,10,48.8,postgresql,ECONOMIC
11.17,747.54,47.22,5.34,13.23,1,16,47.74,62,46.4,postgresql,CONSISTENCY
8.32,477.27,46.94,136.51,52.53,2,1,61.97,52,5.17,postgresql,PERFORMANCE
6.52,572.83,50.52,79.64,45.97,2,6,47.59,73,16.78,postgresql,CONSISTENCY
6.43,71.21,12.61,56.34,65.72,0,1,22.44,4,46.19,postgresql,ECONOMIC
2.59,414.7,36.55,25.39,40.84,0,8,40.98,40,21.55,postgresql,PERFORMANCE
14.54,391.71,30.21,37.42,22.0,1,13,57.17,66,44.35,postgresql,PERFORMANCE
113.95,624.17,72.23,131.84,13.98,8,4,90.24,111,47.04,postgresql,CONSISTENCY
36.29,1474.08,92.51,103.68,63.31,3,8,84.42,114,15.79,postgresql,CONSISTENCY
34.1,1146.1,91.46,137.33,46.37,4,3,87.37,163,2.31,postgresql,CONSISTENCY
119.17,899.68,65.29,24.68,63.61,15,19,79.74,87,25.14,postgresql,CONSISTENCY
48.01,149.12,58.98,65.74,31.95,4,12,65.09,69,4.63,postgresql,AVAILABILITY
24.8,383.27,59.59,139.67,46.46,0,3,43.59,63,6.02,postgresql,CONSISTENCY
18.72,541.57,31.9,89.42,10.22,2,17,49.03,56,25.0,postgresql,CONSISTENCY
74.57,242.36,74.48,96.35,48.34,3,2,82.28,115,20.55,postgresql,CONSISTENCY
26.33,346.78,30.5,144.07,70.56,1,17,48.63,79,31.1,postgresql,CONSISTENCY
173.86,831.89,70.17,80.11,36.43,10,18,93.91,175,29.33,postgresql,CONSISTENCY
8.78,161.96,12.91,68.83,28.14,0,23,44.56,7,8.89,postgresql,ECONOMIC
185.37,607.81,66.46,57.02,50.14,10,20,76.06,97,10.21,postgresql,CONSISTENCY
37.46,1441.5,77.61,94.72,57.54,3,6,79.02,187,29.71,postgresql,CONSISTENCY
40.12,1245.82,93.3,59.49,10.35,8,16,88.7,113,27.15,postgresql,CONSISTENCY
123.26,629.35,64.54,23.16,74.61,7,17,83.13,92,46.68,postgresql,CONSISTENCY
9.28,792.29,49.99,40.59,51.84,2,2,50.75,28,8.74,postgresql,CONSISTENCY
8.92,151.01,22.29,111.23,31.15,0,5,28.27,13,49.4,postgresql,ECONOMIC
94.57,822.82,75.88,48.42,56.19,12,22,75.39,153,5.18,postgresql,CONSISTENCY
5.25,640.13,54.76,49.79,49.8,1,23,58.55,67,2.24,postgresql,CONSISTENCY
70.65,1134.02,77.32,104.93,53.79,8,8,85.44,199,4.03,postgresql,CONSISTENCY
16.72,706.86,36.51,59.67,45.4,0,19,47.23,30,9.14,postgresql,CONSISTENCY
16.56,499.83,59.49,91.91,3.96,0,0,40.35,60,0.72,postgresql,CONSISTENCY
105.45,370.96,71.41,123.79,25.88,2,4,72.58,71,10.51,postgresql,CONSISTENCY
5.56,736.2,48.39,22.32,2.51,1,0,41.82,41,13.31,postgresql,CONSISTENCY
185.31,503.27,78.38,144.65,0.05,7,20,85.92,155,14.84,postgresql,CONSISTENCY
1.46,523.75,33.06,39.17,51.14,2,23,62.57,34,11.68,postgresql,CONSISTENCY
4.18,170.34,17.7,128.71,36.26,0,5,27.23,3,5.85,postgresql,ECONOMIC
50.81,1814.63,93.72,73.43,39.44,7,14,80.59,129,42.41,postgresql,CONSISTENCY
18.05,327.72,46.63,81.53,48.37,1,22,54.32,46,45.42,postgresql,PERFORMANCE
102.27,331.95,53.19,47.1,70.18,7,3,67.68,119,34.48,postgresql,CONSISTENCY
9.07,636.18,39.86,101.28,6.13,1,11,51.44,39,36.55,postgresql,CONSISTENCY
17.35,687.93,40.16,131.79,15.86,1,5,54.59,64,42.63,postgresql,CONSISTENCY
121.0,614.44,64.72,146.59,75.5,17,13,84.86,137,9.8,postgresql,CONSISTENCY
59.53,1269.74,89.05,5.57,9.09,5,19,84.57,185,2.6,postgresql,CONSISTENCY
123.01,793.36,72.74,16.24,43.17,18,10,88.34,116,37.82,postgresql,CONSISTENCY
26.72,1638.35,88.99,118.56,70.07,4,1,79.33,165,5.42,postgresql,CONSISTENCY
29.81,313.74,42.11,34.42,54.4,2,22,41.26,33,25.27,postgresql,CONSISTENCY
1.55,70.41,26.72,64.07,39.12,0,2,26.22,13,12.73,postgresql,ECONOMIC
47.6,1649.54,81.05,132.95,0.8,2,18,86.73,197,44.28,postgresql,CONSISTENCY
7.09,459.41,47.8,18.02,28.81,1,11,40.55,36,0.78,postgresql,PERFORMANCE
30.0,350.47,35.97,143.48,7.49,1,17,43.9,20,46.03,postgresql,CONSISTENCY
6.5,110.38,28.4,76.99,4.1,0,3,43.7,18,20.11,postgresql,ECONOMIC
26.29,1243.53,93.63,57.43,62.45,9,12,77.33,146,0.77,postgresql,CONSISTENCY
19.22,483.36,33.17,5.57,39.46,1,7,59.52,67,25.16,postgresql,PERFORMANCE
19.68,489.35,55.29,83.9,7.59,2,11,49.77,42,45.99,postgresql,CONSISTENCY
7.97,141.01,13.34,7.62,27.0,0,4,22.15,19,8.7,postgresql,ECONOMIC
